"def_perc","buf_def_lag_perc","soil","capitals","towns","dem","slope","fric","IL_ha","mm_annual","mm_Aug_Sep","temp_Aug_Sep","Cerrado","Caatinga","Pampa","lag","match_size","lead","time"
-0.0231768301493729,0.037734699620014,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,-0.00307721959859747,0.139213633403863,-0.0137815217149666,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_5"
-0.0248038824084653,0.0425475635977611,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,-0.0300246394061893,0.120962066320223,0.00787542948515885,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_4"
-0.0154880937797907,0.0749276140712712,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,0.0289882504376749,0.142509162895154,-0.0206230262367952,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_3"
0.0165882400138036,0.0670359879480712,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,0.0486476232256506,0.156060622868163,-0.0298729978520207,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_2"
-0.00683581078313259,0.00683710734407631,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,0.0416252762342632,0.0608150157411983,-0.00984456856802581,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_1"
0.00299902258567903,0.0419316252378512,0.0158476417574621,0.00945450756162826,0.023704455946018,-0.0105014023965364,0.000810602540025119,0.0421665130464834,0.0195146273414819,0.00646059334287675,0.0423654289757907,-0.00823283656966529,-0.015731119570619,-0.01793517943877,-0.000568834643144627,5,1,1,"t_0"
-0.0331521725200909,0.0292843989678468,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,-0.00172832958254924,0.154591070240354,-0.0145100914630778,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_5"
-0.0303717191747399,0.0367256054874048,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,-0.0274567120987806,0.137384705468284,0.00645606143044258,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_4"
-0.026235125610639,0.0699274767521722,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,0.0339411218829979,0.156132783626323,-0.0221895019619252,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_3"
0.00668545765133345,0.0613688993862357,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,0.0524137722547996,0.166380454913644,-0.0317523303938662,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_2"
-0.0189046630295018,0.00307604142079951,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,0.0471073285081505,0.0785736347305498,-0.0126362149897443,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_1"
-0.005488087683773,0.0379748812412803,0.0176705460964491,0.0161738347546872,0.0307433956582265,-0.0130146043956867,0.00259173982795694,0.0550672790359138,0.0254129662410001,0.00912340420287597,0.0493690960730909,-0.0106273841490141,-0.0221726145635863,-0.0187775060632762,0.00249057087195836,5,1,3,"t_0"
-0.0460188952357574,0.0183983491763539,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,0.00979770623291201,0.171548893071698,-0.0182241960718707,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_5"
-0.0425370820751012,0.0244818033892442,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,-0.0194089534758185,0.159153057842289,0.00239799017505884,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_4"
-0.0379222241993633,0.0627901933702046,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,0.0428178675458649,0.173870952250472,-0.0254768194802837,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_3"
0.000287052465130661,0.0543676864430666,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,0.059662783375492,0.182526537899866,-0.0350943646830276,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_2"
-0.0235035912651972,-0.00540639778527983,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,0.0588207316570116,0.0975891340876154,-0.0178347216862604,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_1"
-0.0133775321629303,0.0266389934713224,0.0164331922372512,0.0220605571635613,0.038749199798205,-0.0193288961836131,-0.000820272457946944,0.0622368061271467,0.0296476893004763,0.0190913751839039,0.0570387340373709,-0.0144683432672465,-0.0307067746001431,-0.021537776232981,0.0078804036229333,5,1,5,"t_0"
-0.0561235539827084,0.0172187344470607,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,0.0176976941976567,0.195636810332404,-0.0215540379433509,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_5"
-0.0518241966415279,0.0178864307655568,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,-0.0112471915216428,0.184358964152776,-0.00273685080328223,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_4"
-0.0466407972636036,0.0539858399102107,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,0.051798902835748,0.192671083211141,-0.0295978454894987,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_3"
-0.00573453330321252,0.0458361858242927,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,0.0610057453978417,0.205380489182091,-0.0406052456215502,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_2"
-0.0319502922634099,-0.0137439577732782,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,0.0622420321623997,0.12395229494496,-0.0227353416469118,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_1"
-0.0171467620692108,0.0141171785149185,0.0100071450618062,0.0265074874052446,0.0436229671893898,-0.0283660510301283,-0.00661337371361843,0.055996511511151,0.0456863044046414,0.0220946569931845,0.0719056553281903,-0.0180480314111634,-0.0339448580131779,-0.020593974263451,0.0163013138933654,5,1,7,"t_0"
-0.0598449457326205,0.0155277854043717,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,0.0197311347154749,0.198754244868185,-0.0220005192897802,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_5"
-0.0560943504810753,0.0181729146940095,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,-0.0161081424690241,0.183813409055278,-0.00199738942616586,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_4"
-0.0539375933295363,0.0568264411493632,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,0.0517094401104939,0.197211882222975,-0.0291683503938665,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_3"
-0.0100084908097698,0.0456846021677112,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,0.0614602184473567,0.206276054325072,-0.041083985231258,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_2"
-0.0366289544809065,-0.0175336722856102,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,0.0587683420701608,0.123003876763811,-0.0224455210831668,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_1"
-0.0164036241580692,0.00950713360307828,0.00376135817902894,0.0264954873121941,0.0330888431472826,-0.0325935788580525,-0.0135004516302942,0.0464249922358628,0.0178155040198158,0.0162200804367715,0.0644634067820818,-0.0178782041584716,-0.0275334658159666,-0.0218090276142938,0.0178116028890539,5,1,9,"t_0"
